Date,Country,Cumulative no. of cases,Cumulative no. of deaths,Link
2009-06-05,Bulgaria,1,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Canada,1795,3,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Chile,369,1,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,China,89,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Colombia,24,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Costa Rica,68,1,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Cuba,4,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Cyprus,1,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Czech Republic,2,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Denmark,4,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Dominican Republic,33,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Ecuador,43,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Egypt,1,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,El Salvador,49,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Estonia,3,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Finland,4,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,France,47,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Germany,43,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Greece,5,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Guatemala,23,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Honduras,34,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Hungary,3,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Iceland,1,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,India,4,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Ireland,8,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Israel,39,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Italy,38,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Jamaica,2,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Japan,410,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Kuwait,18,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Lebanon,3,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Luxembourg,1,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Malaysia,2,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Mexico,5563,103,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Netherlands,4,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,New Zealand,11,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Nicaragua,5,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Norway,9,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Panama,173,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Paraguay,5,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Peru,47,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Philippines,29,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Poland,4,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Portugal,2,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Republic of Korea,41,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Romania,8,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Russia,3,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Saudi Arabia,1,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Singapore,12,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Slovakia,3,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Spain,218,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Sweden,13,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Switzerland,10,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Thailand,8,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Turkey,8,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,United Kingdom,428,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,United States of America,11054,17,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Uruguay,15,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Venezuela,4,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-05,Viet Nam,3,0,https://www.who.int/csr/don/2009_06_05/en/
2009-06-08,Australia,1051,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Austria,5,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Bahamas,1,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Bahrain,1,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Barbados,2,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Belgium,14,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Bolivia,3,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Brazil,35,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Canada,2115,3,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,"Cayman Islands, UKOT",1,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Chile,411,1,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,China,108,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Colombia,25,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Costa Rica,68,1,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Cuba,5,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Cyprus,1,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Czech Republic,2,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Denmark,7,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Dominica,1,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Dominican Republic,44,1,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Ecuador,60,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Egypt,1,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,El Salvador,69,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Estonia,3,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Finland,4,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,France,58,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Germany,63,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Greece,5,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Guatemala,30,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Honduras,34,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Hungary,3,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Iceland,1,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,India,4,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Ireland,11,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Israel,54,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Italy,50,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Jamaica,4,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Japan,410,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Kuwait,18,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Lebanon,3,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Luxembourg,1,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Malaysia,5,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Mexico,5717,106,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Netherlands,10,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,New Zealand,14,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Nicaragua,18,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Norway,9,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Panama,179,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Paraguay,5,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Peru,61,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Philippines,33,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Poland,5,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Portugal,2,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Republic of Korea,47,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Romania,9,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Russia,3,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Saudi Arabia,1,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Singapore,15,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Slovakia,3,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Spain,291,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Sweden,14,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Switzerland,16,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Thailand,8,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Trinidad and Tobago,2,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Turkey,10,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,United Arab Emirates,1,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,United Kingdom,557,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,United States of America,13217,27,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Uruguay,17,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Venezuela,4,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-08,Viet Nam,9,0,https://www.who.int/csr/don/2009_06_08/en/
2009-06-10,Argentina,235,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Australia,1224,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Austria,5,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Bahamas,2,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Bahrain,1,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Barbados,2,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Belgium,14,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Bolivia,3,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Brazil,36,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Canada,2446,4,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,"Cayman Islands, UKOT",1,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Chile,1694,2,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,China,142,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Colombia,35,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Costa Rica,93,1,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Cuba,5,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Cyprus,1,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Czech Republic,2,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Denmark,8,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Dominica,1,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Dominican Republic,91,1,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Ecuador,60,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Egypt,8,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,El Salvador,69,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Estonia,4,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Finland,4,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,France,71,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Germany,78,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Greece,5,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Guatemala,60,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Honduras,89,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Hungary,3,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Iceland,2,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,India,4,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Ireland,12,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Israel,63,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Italy,50,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Jamaica,7,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Japan,485,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Kuwait,18,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Lebanon,8,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Luxembourg,1,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Malaysia,5,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Mexico,5717,106,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Netherlands,22,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,New Zealand,23,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Nicaragua,29,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Norway,9,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Panama,221,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Paraguay,16,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Peru,64,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Philippines,54,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Poland,6,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Portugal,2,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Republic of Korea,48,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Romania,9,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Russia,3,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Saudi Arabia,1,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Singapore,18,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Slovakia,3,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Spain,331,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Sweden,16,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Switzerland,16,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Thailand,8,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Trinidad and Tobago,2,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Turkey,10,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Ukraine,1,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,United Arab Emirates,1,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,United Kingdom,666,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,United States of America,13217,27,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Uruguay,24,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Venezuela,12,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-10,Viet Nam,15,0,https://www.who.int/csr/don/2009_06_10a/en/
2009-06-11,Argentina,256,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Australia,1307,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Austria,7,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Bahamas,1,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Bahrain,1,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Barbados,3,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Belgium,14,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Bolivia,5,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Brazil,40,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Canada,2446,4,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,"Cayman Islands, UKOT",2,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Chile,1694,2,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,China,174,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Colombia,35,1,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Costa Rica,104,1,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Cuba,5,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Cyprus,1,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Czech Republic,4,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Denmark,10,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Dominica,1,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Dominican Republic,91,1,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Ecuador,67,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Egypt,10,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,El Salvador,69,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Estonia,4,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Finland,4,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,France,73,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Germany,95,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Greece,7,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Guatemala,60,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Honduras,89,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Hungary,4,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Iceland,3,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,India,9,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Ireland,12,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Israel,68,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Italy,54,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Jamaica,10,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Japan,518,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Kuwait,18,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Lebanon,8,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Luxembourg,1,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Malaysia,5,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Mexico,6241,108,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Netherlands,30,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,New Zealand,23,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Nicaragua,45,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Norway,13,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Panama,221,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Paraguay,25,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Peru,64,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Philippines,77,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Poland,7,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Portugal,2,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Republic of Korea,53,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Romania,11,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Russia,3,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Saudi Arabia,1,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Singapore,18,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Slovakia,3,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Spain,357,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Sweden,19,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Switzerland,20,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Thailand,8,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Trinidad and Tobago,2,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Turkey,10,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Ukraine,1,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,United Arab Emirates,1,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,United Kingdom,822,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,United States of America,13217,27,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Uruguay,24,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Venezuela,13,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-11,Viet Nam,16,0,https://www.who.int/csr/don/2009_06_11/en/
2009-06-12,Argentina,343,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Australia,1307,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Austria,7,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Bahamas,1,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Bahrain,1,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Barbados,3,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Belgium,14,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Bolivia,5,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Brazil,52,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Canada,2978,4,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,"Cayman Islands, UKOT",2,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Chile,1694,2,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,China,188,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Colombia,35,1,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Costa Rica,104,1,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Cuba,6,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Cyprus,1,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Czech Republic,4,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Denmark,11,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Dominica,1,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Dominican Republic,91,1,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Ecuador,67,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Egypt,10,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,El Salvador,69,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Estonia,4,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Finland,4,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,France,73,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Germany,95,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Greece,7,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Guatemala,74,1,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Honduras,89,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Hungary,4,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Iceland,4,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,India,9,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Ireland,12,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Israel,68,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Italy,56,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Jamaica,11,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Japan,549,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Kuwait,18,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Lebanon,8,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Luxembourg,1,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Malaysia,5,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Mexico,6241,108,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Netherlands,35,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,New Zealand,27,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Nicaragua,56,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Norway,13,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Panama,221,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Paraguay,25,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Peru,79,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Philippines,77,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Poland,7,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Portugal,2,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Republic of Korea,53,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Romania,11,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Russia,3,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Saudi Arabia,1,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Singapore,18,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Slovakia,3,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Spain,488,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Sweden,19,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Switzerland,20,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Thailand,8,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Trinidad and Tobago,4,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Turkey,10,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,Ukraine,1,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,United Arab Emirates,1,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,United Kingdom,822,0,https://www.who.int/csr/don/2009_06_12/en/
2009-06-12,United States of America,13217,27,https://www.who.int/csr/don/2009_06_12/en/
